City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,novo aripuana,-5.1206,-60.3797,23.77,94,84,0.98,BR,1675639684
364,sioux lookout,50.1001,-91.917,-11.96,61,40,1.03,CA,1675639950
365,iberia,29.9502,-91.7507,21.04,49,0,2.57,US,1675639950
366,leshukonskoye,64.8989,45.7622,-21.18,100,94,2.23,RU,1675639951
367,mahibadhoo,3.7833,72.9667,27.24,76,100,3.55,MV,1675639951
368,dingle,10.9995,122.6711,23.68,93,46,3.38,PH,1675639691
369,dekar,-21.5333,21.9333,20.78,81,100,3.22,BW,1675639952
370,camana,-16.6228,-72.7111,24.85,79,81,1.73,PE,1675639912
371,front royal,38.9182,-78.1944,11.29,32,0,1.54,US,1675639824
372,half moon bay,37.4636,-122.4286,12.95,80,75,7.72,US,1675639608
373,nouadhibou,20.931,-17.0347,16.99,51,99,8.75,MR,1675639952
374,ryomgard,56.3843,10.503,2.56,92,40,2.68,DK,1675639953
375,beni mazar,28.4962,30.8029,10.59,34,0,4.11,EG,1675639953
376,vestmanna,62.1564,-7.1664,8.51,93,100,7.2,FO,1675639954
377,hervey bay,-25.2986,152.8535,26.75,80,77,8.72,AU,1675639954
378,evensk,61.95,159.2333,-25.85,78,26,3.79,RU,1675639955
379,kloulklubed,7.0419,134.2556,26.28,79,100,9.54,PW,1675639955
380,ilek,51.5271,53.3831,-19.53,98,61,1.32,RU,1675639955
381,rantepao,-2.9701,119.8978,22.22,79,96,0.93,ID,1675639956
382,juneau,58.3019,-134.4197,1.79,94,100,6.69,US,1675639875
383,marienburg,54.0359,19.0266,-1.17,89,100,2.07,PL,1675639956
384,sirur,18.8333,74.3833,20.13,35,54,1.55,IN,1675639957
385,kaa-khem,51.6833,94.7333,-21.22,96,97,1.27,RU,1675639957
386,micheweni,-4.9667,39.8333,26.03,77,24,3.76,TZ,1675639957
387,saint anthony,45.0205,-93.218,-1.04,65,0,3.09,US,1675639958
388,charleston,32.7766,-79.9309,14.1,96,100,1.54,US,1675639958
389,kushiro,42.975,144.3747,-7.47,79,75,3.6,JP,1675639958
390,pelotas,-31.7719,-52.3425,24.01,73,40,2.57,BR,1675639959
391,port lincoln,-34.7333,135.8667,18.36,70,8,6.2,AU,1675639578
392,marawi,7.9986,124.2928,20.41,86,85,0.87,PH,1675639602
393,pevek,69.7008,170.3133,-36.36,97,86,1.63,RU,1675639639
394,palmerston north,-40.35,175.6167,23.61,83,29,1.34,NZ,1675639785
395,bonthe,7.5264,-12.505,25.22,82,100,3.53,SL,1675639699
396,anloga,5.7947,0.8973,27.32,86,100,6.2,GH,1675639960
397,qarqin,37.4185,66.0436,6.1,67,99,3.19,AF,1675639960
398,saint-georges,12.0564,-61.7485,25.82,78,20,7.72,GD,1675639960
399,zaraza,9.3503,-65.3245,25.17,72,100,4.14,VE,1675639961
400,lima,-12.0432,-77.0282,27.17,69,0,6.17,PE,1675639452
401,coihaique,-45.5752,-72.0662,18.34,45,20,2.57,CL,1675639961
402,tessalit,20.1986,1.0114,19.33,11,70,3.66,ML,1675639962
403,pampierstad,-27.7832,24.6877,20.72,66,52,2.16,ZA,1675639962
404,vadso,70.0744,29.7487,-6.91,86,100,3.6,NO,1675639962
405,kalawit,8.0667,122.5167,25.43,82,70,1.53,PH,1675639963
406,luena,-11.7833,19.9167,15.95,94,92,3.07,AO,1675639963
407,broken hill,-31.95,141.4333,25.57,28,0,5.86,AU,1675639964
408,liverpool,53.4106,-2.9779,1.32,87,0,2.06,GB,1675639757
409,boyolangu,-8.1181,111.8935,25.31,80,99,1.76,ID,1675639964
410,nieuwpoort,51.1244,2.7735,5.61,87,75,3.6,BE,1675639965
411,kenai,60.5544,-151.2583,-1.62,76,100,15.95,US,1675639965
412,poum,-20.2333,164.0167,28.86,80,100,8.99,NC,1675639695
413,turbat,26.0023,63.044,19.47,35,0,2.77,PK,1675639965
414,sitamau,24.0167,75.35,16.01,33,0,1.43,IN,1675639966
415,kamenka,51.3223,42.7678,-13.79,98,87,1.9,RU,1675639966
416,ekhabi,53.5102,142.9671,-18.28,94,100,4.87,RU,1675639967
417,faya,18.3851,42.4509,11.29,66,87,1.48,SA,1675639967
418,taveta,-3.3963,37.6736,20.3,77,35,1.86,KE,1675639967
419,pangody,65.85,74.4859,-25.65,100,100,2.27,RU,1675639968
420,skelleftea,64.7507,20.9528,-2.78,98,23,4.63,SE,1675639968
421,hualmay,-11.0964,-77.6139,23.23,77,49,2.87,PE,1675639874
422,alyangula,-13.8483,136.4192,29.17,55,42,1.5,AU,1675639969
423,marshfield,44.6689,-90.1718,-2.97,80,40,3.6,US,1675639391
424,auki,-8.7676,160.7034,24.48,94,100,4.06,SB,1675639969
425,udachnyy,66.4167,112.4,-34.2,73,98,0.69,RU,1675639794
426,huarmey,-10.0681,-78.1522,23.51,76,45,2.97,PE,1675639630
427,royton,53.5651,-2.1227,0.62,89,59,1.33,GB,1675639970
428,adrar,20.5022,-10.0711,15.05,28,56,4.57,MR,1675639784
429,veraval,20.9,70.3667,20.23,48,1,4.95,IN,1675639970
430,gorontalo,0.5412,123.0595,23.67,87,99,1.55,ID,1675639780
431,rabo de peixe,37.8,-25.5833,14.73,82,20,4.63,PT,1675639971
432,yinchuan,38.4681,106.2731,-2.61,34,22,0.98,CN,1675639971
433,saint-pierre,-21.3393,55.4781,25.82,78,0,2.57,RE,1675639755
434,khasan,42.4308,130.6434,-4.98,76,24,3.78,RU,1675639972
435,goure,13.9835,10.2704,22.44,18,95,4.15,NE,1675639972
436,greenfield,42.9614,-88.0126,0.22,68,40,4.63,US,1675639897
437,bakhmach,51.1808,32.7569,-3.87,96,89,4.06,UA,1675639973
438,broome,42.2506,-75.833,6.0,56,100,5.14,US,1675639650
439,alice springs,-23.7,133.8833,21.75,37,0,0.0,AU,1675639561
440,saint pete beach,27.7253,-82.7412,23.44,76,75,2.57,US,1675639973
441,lovington,32.944,-103.3485,22.47,20,0,5.91,US,1675639974
442,calama,-22.4667,-68.9333,17.27,77,75,10.8,CL,1675639974
443,arlit,18.7369,7.3853,21.76,14,5,3.64,NE,1675639974
444,tilichiki,60.4667,166.1,-26.61,94,17,3.49,RU,1675639975
445,les cayes,18.2,-73.75,23.62,81,4,2.88,HT,1675639975
446,san isidro,-12.1167,-77.05,24.77,73,0,6.17,PE,1675639975
447,polson,47.6936,-114.1632,2.65,85,100,1.79,US,1675639976
448,san jose,37.3394,-121.895,13.36,74,75,7.2,US,1675639732
449,coihueco,-36.6167,-71.8333,24.41,53,100,2.06,CL,1675639836
450,radcliff,37.8404,-85.9491,11.46,57,0,5.66,US,1675639948
451,lavrentiya,65.5833,-171.0,-18.97,91,100,4.1,RU,1675639672
452,keita,14.7551,5.7749,25.09,15,84,2.78,NE,1675639977
453,chancay,-11.5714,-77.2672,22.73,80,35,2.21,PE,1675639977
454,santa maria,-29.6842,-53.8069,23.61,69,20,1.54,BR,1675639900
455,ossining,41.1629,-73.8615,6.4,67,0,1.54,US,1675639868
456,ormara,25.2088,64.6357,21.2,73,0,5.21,PK,1675639978
457,bariadi,-2.8,33.9833,17.5,84,62,1.9,TZ,1675639978
458,pak phanang,8.3511,100.202,24.01,83,100,2.64,TH,1675639978
459,griffith,41.5284,-87.4237,3.96,73,75,4.12,US,1675639979
460,tiebissou,7.1574,-5.2257,27.05,57,88,2.9,CI,1675639979
461,moyo,3.6609,31.7247,21.51,35,11,0.09,UG,1675639979
462,tura,25.5198,90.2201,13.41,52,2,1.16,IN,1675639598
463,axim,4.8699,-2.2405,26.86,87,100,4.18,GH,1675639592
464,sobolevo,54.4299,31.8996,-6.0,95,100,2.34,RU,1675639673
465,natchitoches,31.7668,-93.1335,19.99,52,40,0.0,US,1675639887
466,upernavik,72.7868,-56.1549,-25.05,95,100,2.75,GL,1675639553
467,xiamen,24.4798,118.0819,15.03,100,100,1.0,CN,1675639980
468,sibolga,1.7427,98.7792,21.82,93,100,2.82,ID,1675639981
469,khorixas,-20.3667,14.9667,19.68,53,100,1.72,NA,1675639981
470,chabahar,25.2919,60.643,21.2,69,5,2.83,IR,1675639755
471,flin flon,54.7682,-101.865,-6.09,86,100,4.63,CA,1675639547
472,jackson,42.4165,-122.8345,9.84,68,40,5.66,US,1675639836
473,naryan-mar,67.6713,53.087,-18.34,99,95,3.49,RU,1675639982
474,vangaindrano,-23.35,47.6,22.67,92,100,1.9,MG,1675639654
475,bundaberg,-24.85,152.35,29.56,81,68,3.13,AU,1675639983
476,marzuq,14.4,46.4667,17.18,67,50,1.85,YE,1675639983
477,altagracia de orituco,9.8601,-66.3814,22.45,83,89,2.81,VE,1675639983
478,lesnoy,57.6198,63.0784,-13.7,98,97,1.0,RU,1675639984
479,sorata,-15.7667,-68.6333,6.37,98,100,3.18,BO,1675639985
480,omoljica,44.7606,20.7281,-3.88,65,9,5.86,RS,1675639986
481,pakxe,15.1167,105.7833,23.47,72,88,1.24,LA,1675639986
482,hofn,64.2539,-15.2082,8.09,95,100,15.68,IS,1675639669
483,sola,-13.8833,167.55,27.87,78,100,8.69,VU,1675639774
484,port-cartier,50.0334,-66.8654,-15.18,92,100,1.61,CA,1675639988
485,portland,45.5234,-122.6762,10.34,89,100,6.69,US,1675639198
486,whitehorse,60.7161,-135.0538,-9.55,85,75,7.72,CA,1675639836
487,chapais,49.7834,-74.8492,-19.12,96,100,1.52,CA,1675639606
488,ornskoldsvik,63.2909,18.7153,-0.47,86,43,6.69,SE,1675639989
489,nanortalik,60.1432,-45.2371,-6.21,65,100,15.29,GL,1675639599
490,olinda,-8.0089,-34.8553,27.85,74,40,3.6,BR,1675639989
491,dashitou,43.3067,128.5114,-14.26,96,70,0.49,CN,1675639990
492,trairi,-3.2778,-39.2689,25.59,83,99,3.38,BR,1675639884
493,sept-iles,50.2001,-66.3821,-15.0,84,75,2.06,CA,1675639504
494,yar-sale,66.8333,70.8333,-27.41,100,65,0.45,RU,1675639620
495,jidong,45.2167,131.0833,-15.41,94,99,1.51,CN,1675639991
496,bilibino,68.0546,166.4372,-35.82,100,100,0.71,RU,1675639992
497,bambanglipuro,-7.95,110.2833,25.42,84,94,1.36,ID,1675639993
498,la asuncion,11.0333,-63.8628,24.47,83,100,7.23,VE,1675639993
499,la ronge,55.1001,-105.2842,2.14,69,75,3.09,CA,1675639692
500,pangkalanbuun,-2.6833,111.6167,24.56,93,100,0.87,ID,1675639994
501,buin,-33.7333,-70.75,27.81,56,0,2.61,CL,1675639813
502,bella union,-30.2752,-57.6007,24.28,18,1,1.79,UY,1675639995
503,nueva loja,0.0847,-76.8828,25.01,71,58,1.11,EC,1675639995
504,buckeye,33.3703,-112.5838,24.02,29,0,4.12,US,1675639892
505,joao pinheiro,-17.7425,-46.1725,22.05,83,89,0.48,BR,1675639996
506,markova,48.6758,24.4138,-7.12,96,100,2.66,UA,1675639997
507,naze,28.3667,129.4833,17.51,84,100,5.39,JP,1675639761
508,camden,39.7835,-74.9663,8.91,55,100,3.66,US,1675639833
509,karwar,14.8,74.1333,23.46,56,39,1.74,IN,1675639999
510,chato,-2.6378,31.7669,18.82,82,66,2.39,TZ,1675640000
511,souillac,-20.5167,57.5167,26.21,89,75,2.57,MU,1675639569
512,zavitinsk,50.1167,129.45,-26.95,100,100,2.12,RU,1675640001
513,ewa beach,21.3156,-158.0072,27.97,63,20,9.26,US,1675639909
514,loa janan,-0.583,117.095,24.8,92,98,0.84,ID,1675640002
515,hambantota,6.1241,81.1185,24.52,81,99,5.11,LK,1675639601
516,durban,-29.8579,31.0292,24.45,87,1,0.89,ZA,1675640004
517,puerto baquerizo moreno,-0.9,-89.6,26.25,75,57,2.94,EC,1675639813
518,biak,-0.9131,122.8766,25.03,78,100,2.61,ID,1675639716
519,severo-yeniseyskiy,60.3725,93.0408,-14.84,96,100,2.08,RU,1675640005
520,meulaboh,4.1363,96.1285,23.84,88,100,2.98,ID,1675640006
521,ushumun,52.7833,126.5333,-26.27,100,98,0.64,RU,1675640007
522,nador,35.174,-2.9287,15.14,77,75,4.12,MA,1675640007
523,upington,-28.4478,21.2561,22.21,73,0,0.51,ZA,1675639979
524,uige,-7.6087,15.0613,18.79,93,98,0.31,AO,1675640008
525,goshogawara,40.8044,140.4414,1.39,82,99,1.71,JP,1675639766
526,peniche,39.3558,-9.3811,9.2,63,1,3.2,PT,1675639756
